지점,지점명,일시,평균기온(°C),최저기온(°C),최저기온 시각(hhmi),최고기온(°C),최고기온 시각(hhmi),일강수량(mm),최대 순간 풍속(m/s),최대 순간풍속 시각(hhmi),평균 풍속(m/s),최대 순간 풍속 풍향(deg)
792,표선,2020-08-29,27.5,25.1,2331,31.2,1058,0,7.2,1133,2.9,205.3
792,표선,2020-08-30,27.1,23.4,549,31.6,1145,0,4.8,1252,1.5,90
792,표선,2020-08-31,27,24.5,251,30.2,1100,0,8.9,2320,4,70.3
792,표선,2020-09-01,27.1,25.8,504,28.4,1443,1.5,8.9,1041,4.8,50.6
792,표선,2020-09-02,26,23.3,2319,27.7,1,209,23.9,1847,9.7,16.9
792,표선,2020-09-03,24.8,18.3,2237,29.9,1311,1.5,12.5,45,3.7,315
792,표선,2020-09-04,22.7,15.1,139,28.7,1143,0,5,1325,1.6,135
792,표선,2020-09-05,20.3,18.5,1415,22.4,627,31.5,8.7,2249,2.8,84.4
792,표선,2020-09-06,21.7,20.2,228,23.2,1746,77,13.8,2157,5.4,11.3
792,표선,2020-09-07,22.5,17.9,2304,27.6,1613,38,15.3,447,4.8,292.5
792,표선,2020-09-08,25.3,20,1,28.9,1248,0,8.3,1040,3.5,196.9
792,표선,2020-09-09,24.9,22.5,446,29,1115,0,7.2,1317,2.9,196.9
792,표선,2020-09-10,23.2,19.1,546,28.5,1243,0,4.9,114,1.4,250.3
792,표선,2020-09-11,22.3,19.4,2216,25.2,1222,10,5,1121,1.5,56.3
792,표선,2020-09-12,22,19.4,135,25.1,1402,.5,6.1,633,2.2,326.3
792,표선,2020-09-13,21.9,20.6,515,25.3,850,58,6.5,1252,1.9,87.2
792,표선,2020-09-14,22.6,20.3,136,26,1148,.5,6.3,1215,1.9,67.5
792,표선,2020-09-15,22.5,18.8,431,26,1044,0,5.1,1053,1.4,95.6
792,표선,2020-09-16,22.4,19.4,403,26.4,1517,17.5,6.8,1603,1.6,216.6
792,표선,2020-09-17,20.3,17.8,2109,22.2,717,49,5.6,2014,1.8,11.3
792,표선,2020-09-18,19.2,17,640,22.3,1453,6,7.4,615,2.4,331.9
792,표선,2020-09-19,20.1,12.9,324,26.9,1244,0,5.1,2,2,309.4
792,표선,2020-09-20,20.4,14.6,401,26.4,1444,0,6.7,934,2.5,14.1
792,표선,2020-09-21,20.2,16.5,611,24.6,1401,0,6.4,1520,2.7,42.2
792,표선,2020-09-22,20.8,18.9,2,23.4,1316,0,10.4,1358,4.8,56.3
792,표선,2020-09-23,20.6,18.8,424,21.7,1558,2,9.9,1552,4.6,47.8
792,표선,2020-09-24,20.9,20.1,2205,21.7,1350,0,9.6,430,4.3,33.8
792,표선,2020-09-25,21.5,18.6,628,25.9,1343,0,7.1,1041,2.4,320.6
792,표선,2020-09-26,20.3,17.6,2254,24.5,1254,0,7,1147,2.2,84.4
792,표선,2020-09-27,20.6,17.1,619,23.5,1436,2,9,1159,3.7,30.9
792,표선,2020-09-28,19.8,16.8,2304,23,1124,0,9,1116,3.8,47.8
792,표선,2020-09-29,19.1,15.5,440,24,1226,0,7.8,1143,2.8,340.3
792,표선,2020-09-30,20.3,16.6,432,25.1,1227,0,7.3,1244,2.4,16.9
792,표선,2020-10-01,19.7,15.7,2206,24.8,1105,0,5.9,1314,2,81.6
792,표선,2020-10-02,19.6,13.5,632,25.3,1258,0,4.2,1041,1.2,115.3
792,표선,2020-10-03,21,17.4,116,25.8,1212,0,4.9,1319,1.3,118.1
792,표선,2020-10-04,20.3,18.5,632,24.4,1100,1,7.7,2345,1.7,334.7
792,표선,2020-10-05,17.2,14.5,611,20.4,1410,0,11.7,818,4.8,317.8
792,표선,2020-10-06,16.9,13.9,1849,21.3,1216,0,8.6,910,3.3,351.6
792,표선,2020-10-07,19.3,14.7,38,22.3,1313,0,10.4,1410,4.4,61.9
792,표선,2020-10-08,19.8,18.4,2314,22.3,1302,0,15.6,1252,7.1,45
792,표선,2020-10-09,19.4,17.9,236,20.4,1926,0,12.5,1000,5.3,56.3
792,표선,2020-10-10,19,16.6,1901,21.9,1324,0,6.6,207,2.6,8.4
792,표선,2020-10-11,18.8,15.1,2313,22.6,1311,0,8.1,1318,2.8,64.7
792,표선,2020-10-12,19.2,13.2,243,24.4,1218,0,8.8,1625,3.4,329.1
792,표선,2020-10-13,16.6,12.9,0,20.7,1235,0,10,1127,4.3,354.4
792,표선,2020-10-14,17.1,12.7,100,21.4,1242,0,8.9,1249,3.2,16.9
792,표선,2020-10-15,16.2,12.9,548,20.4,1118,0,8.3,1249,2.9,8.4
792,표선,2020-10-16,15.7,12.2,2221,19.8,1014,7.5,7.2,1420,2.4,16.9
792,표선,2020-10-17,15.6,10.1,631,20.9,1158,0,7.1,1014,2.5,8.4
792,표선,2020-10-18,16.6,13,646,21.4,1108,0,5.9,1300,2.4,56.3
792,표선,2020-10-19,16.5,12.7,2145,21.5,1305,0,6.7,1351,2.6,14.1
792,표선,2020-10-20,18.1,13.5,3,22.2,1256,0,9.1,1448,3.4,42.2
792,표선,2020-10-21,18.1,13.6,439,23.1,1158,23,8.1,1751,2.2,354.4
792,표선,2020-10-22,16.4,13.7,2312,19.9,1231,6,8.8,2336,3.7,315
792,표선,2020-10-23,14.1,12.7,1942,16.5,1253,0,12.3,1039,4.9,295.3
792,표선,2020-10-24,13.7,11.1,2352,17.3,1342,0,10.2,1250,4.4,306.6
792,표선,2020-10-25,15.4,10.2,128,20.5,1245,0,9,1336,3.3,298.1
792,표선,2020-10-26,15.2,11.3,451,21.5,1313,0,6.3,1019,3,357.2
792,표선,2020-10-27,15.8,12,36,21.3,1158,0,6.2,1234,2.5,5.6
792,표선,2020-10-28,17.3,13.6,21,21.5,1300,0,7.7,2305,2.9,298.1
792,표선,2020-10-29,14.4,11.4,2346,18.9,1155,0,8.7,153,4.1,334.7
792,표선,2020-10-30,15.6,11.7,7,19.1,1205,0,9.5,2108,3.8,50.6
792,표선,2020-10-31,14.8,9.9,2342,19.1,1258,0,7.6,1128,2.8,70.3
792,표선,2020-11-01,16.8,8.8,218,22.5,1215,1.5,6,1329,1.7,222.2
792,표선,2020-11-02,13.9,11.3,2044,17.2,1514,6.5,5.5,1411,2.3,351.6
792,표선,2020-11-03,11.3,6.4,337,14.2,1056,0,10.8,1454,3.6,337.5
792,표선,2020-11-04,10.5,7.4,529,14.9,1235,0,8.9,936,3.3,317.8
792,표선,2020-11-05,13.3,4.2,651,18.3,1337,0,6,1249,2.2,67.5
792,표선,2020-11-06,17.1,12,653,20.4,1513,1,4.1,2250,1.2,315
792,표선,2020-11-07,16.9,12.8,2350,22,1353,0,7,510,2.8,348.8
792,표선,2020-11-08,13.6,9.3,2334,18.6,1358,0,10.1,1622,4.2,343.1
792,표선,2020-11-09,10,6.1,2347,14,1255,0,10.3,318,4.2,0
792,표선,2020-11-10,10.7,2.5,621,17.7,1203,0,8.2,1452,2.7,28.1
792,표선,2020-11-11,11,6.7,112,16.6,1332,0,7.1,1016,2.7,11.3
792,표선,2020-11-12,12.8,9.7,2251,19.2,1259,0,6.6,1213,2.5,59.1
792,표선,2020-11-13,14.1,9.1,707,19.7,1220,0,7.9,1411,3.1,337.5
792,표선,2020-11-14,16,11.4,138,20.4,1233,0,8.4,1006,3.2,59.1
792,표선,2020-11-15,15.5,11.5,353,19.1,1259,0,6.2,1049,2.2,5.6
792,표선,2020-11-16,16.5,13.6,806,19.2,2352,.5,6.2,620,2.5,340.3
792,표선,2020-11-17,19.2,14,700,24.1,1310,0,6.4,1053,1.7,115.3
792,표선,2020-11-18,21.7,19,1,24.1,1158,0,10,2206,3.9,174.4
792,표선,2020-11-19,19.7,14.5,2337,23.7,1501,1,12.5,1317,5.5,225
792,표선,2020-11-20,12.4,9.5,2302,15.4,1134,0,12.5,1327,5.3,312.2
792,표선,2020-11-21,12.9,5.6,546,17.4,1405,0,7.4,35,2.4,317.8
792,표선,2020-11-22,12.6,10.8,2346,15.3,748,0,12.2,1846,3.8,334.7
792,표선,2020-11-23,9.3,7.3,2313,12.4,1241,0,10.3,1329,4.7,306.6
792,표선,2020-11-24,9.4,7.1,22,13.7,1154,0,9.4,734,4.3,334.7
792,표선,2020-11-25,10.7,8.4,236,15.2,1326,0,9.1,1555,3.5,320.6
792,표선,2020-11-26,10.6,8.3,743,12.9,1312,1.5,7.5,2324,3.3,309.4
792,표선,2020-11-27,10.1,7.8,2344,13.4,1315,0,11.3,1727,4.8,300.9
792,표선,2020-11-28,7.9,6.3,1818,10.8,1117,0,11.4,1214,4.5,292.5
792,표선,2020-11-29,7.8,5.4,2248,11.6,1311,0,8.2,1356,2.6,337.5
792,표선,2020-11-30,7,4.7,201,11.2,1427,0,7.5,1541,2.7,320.6
792,표선,2020-12-01,6.2,3.9,1955,10.4,1253,0,7.1,1448,3.1,11.3
792,표선,2020-12-02,9,5,20,12.5,1417,0,9.1,1541,3.4,357.2
792,표선,2020-12-03,7.5,5.5,2315,11.6,1145,0,11.2,2145,4.2,5.6
792,표선,2020-12-04,6.3,4.5,2307,9.3,1433,0,10.8,1446,3.9,323.4
792,표선,2020-12-05,7.2,3.1,506,11,1243,0,8.7,1250,3.3,0
792,표선,2020-12-06,7.4,2.7,618,11.3,1338,0,8.1,1159,3.6,30.9
792,표선,2020-12-07,9.2,6.3,631,13.9,1254,0,7.1,445,2.9,326.3
792,표선,2020-12-08,7,4.3,555,10.7,1253,0,8.1,1108,3.2,14.1
792,표선,2020-12-09,6,1,2300,11.7,1333,0,7.2,118,2.7,317.8
792,표선,2020-12-10,9.5,1.8,4,14,1411,0,7.8,1017,3.1,348.8
792,표선,2020-12-11,10.3,7.3,108,12.5,1330,0,5.1,434,1.8,348.8
792,표선,2020-12-12,7.8,1.6,2138,10.8,1259,0,11,1209,3.5,11.3
792,표선,2020-12-13,8.3,4.1,12,15.2,1448,0,9.8,1923,3.1,11.3
792,표선,2020-12-14,1.9,.7,1912,4.8,1,0,10.2,948,4.3,2.8
792,표선,2020-12-15,.9,-1.6,2358,4.9,1416,0,10.8,1227,2.9,5.6
792,표선,2020-12-16,1.7,-1.6,11,3.3,1458,2.5,9.5,1437,2.2,315
792,표선,2020-12-17,4.1,.2,740,8.2,1308,0,8,1348,2.4,351.6
792,표선,2020-12-18,5.9,3.4,116,10.4,1328,0,8,1415,2.4,292.5
792,표선,2020-12-19,3,.4,2224,5.1,1328,0,10.3,1150,4.6,16.9
792,표선,2020-12-20,4.5,.8,112,8.3,1401,0,7.6,6,2.4,331.9
792,표선,2020-12-21,5,1,2229,9.8,1302,0,7.2,1413,2.3,331.9
792,표선,2020-12-22,5.3,-.9,48,13,1139,0,5.2,1326,1.8,8.4
792,표선,2020-12-23,8.5,-1,614,16,1505,0,6.2,1316,1.7,216.6
792,표선,2020-12-24,9.6,6.2,2118,13.3,1204,0,11.5,1601,4,323.4
792,표선,2020-12-25,5.9,2.5,1837,10,1229,0,11.4,307,4.3,312.2
792,표선,2020-12-26,5.3,1.8,327,10.7,1418,0,6.3,1341,2,75.9
792,표선,2020-12-27,10,4.7,1,12.4,1215,38,7.9,2108,2.5,22.5
792,표선,2020-12-28,10.3,6.7,655,14.4,1431,0,6.8,1359,2.5,67.5
792,표선,2020-12-29,8.6,2.1,2352,14.1,952,4,15.1,1933,3.8,343.1
792,표선,2020-12-30,-.6,-2.8,1842,2.8,116,4.5,17.1,635,7.2,306.6
792,표선,2020-12-31,1,-1.9,1,3.1,1241,2,13.5,21,3.1,331.9
868,사제비,2020-01-01,-.2,-6.5,7,3.2,1353,0,4.5,354,1.4,75.9
868,사제비,2020-01-02,.6,-1.6,2224,4.3,1029,0,5.4,1452,1.6,267.2
868,사제비,2020-01-03,-.4,-3.1,1718,3.2,1503,0,6,814,1.7,286.9
868,사제비,2020-01-04,-.1,-2.1,1737,3.5,1040,0,9.1,2227,3.1,45
868,사제비,2020-01-05,3.7,-.3,1,6.5,1154,0,8.3,30,2.2,33.8
868,사제비,2020-01-06,6.6,2.6,543,9.4,2324,23.5,9.4,1046,3,213.8
868,사제비,2020-01-07,8.5,2.6,2353,11.3,1912,85,17.2,2220,5.9,250.3
868,사제비,2020-01-08,-3.2,-4.8,1606,2.8,5,10,,,,
868,사제비,2020-01-09,-2,-5.6,129,1,1135,0,,,,
868,사제비,2020-01-10,.9,-2.2,11,3.9,1140,0,,,,
868,사제비,2020-01-11,-.9,-3.6,2340,1.8,1029,0,3.8,427,1.2,53.4
868,사제비,2020-01-12,-4.9,-6.1,2358,-3.4,3,0,5.8,330,2,289.7
868,사제비,2020-01-13,-4.9,-6.1,1,-3.7,1411,0,2.8,102,.6,300.9
868,사제비,2020-01-14,-5,-8.7,1826,-2.2,953,.5,1.9,1543,.5,281.3
868,사제비,2020-01-15,-5.9,-7.7,2121,-4.3,1338,0,4.1,2235,.8,56.3
868,사제비,2020-01-16,-1.8,-4.9,1,1.3,1314,0,3.6,1320,1,286.9
868,사제비,2020-01-17,-4.3,-7.1,2326,-1.4,21,0,4.9,1717,1.8,56.3
868,사제비,2020-01-18,-5.5,-7.1,3,-3,2302,0,5.5,529,1.9,25.3
868,사제비,2020-01-19,-3.5,-6,314,-2.1,1350,0,5.3,1408,1.7,292.5
868,사제비,2020-01-20,-4.6,-6.5,1900,-2.8,1,0,4,434,1.6,247.5
868,사제비,2020-01-21,-.5,-8.3,228,4,1025,0,5.3,2304,2.1,92.8
868,사제비,2020-01-22,3.8,.3,237,6.8,1756,56.5,8.1,512,2.9,137.8
868,사제비,2020-01-23,5.3,2.2,2015,8.9,1503,.5,6.8,306,1.8,284.1
868,사제비,2020-01-24,4.9,1.7,752,8.5,1346,0,10,2022,2.5,90
868,사제비,2020-01-25,2.5,-.2,1902,6.1,10,4,12.4,1704,4.6,73.1
868,사제비,2020-01-26,2.5,.3,1910,5.8,1157,16.5,19.1,2335,8.9,70.3
868,사제비,2020-01-27,-.3,-2,1827,1.2,533,53,,,,
868,사제비,2020-01-28,-1,-1.9,357,.1,1433,0,,,,
868,사제비,2020-01-29,-2.1,-2.9,2349,-.5,1249,1,5.4,1934,1.7,317.8
868,사제비,2020-01-30,-3.2,-4.4,2357,-2.3,1203,12,6.8,722,2.1,309.4
868,사제비,2020-01-31,-4.7,-8.6,2305,-2.7,1229,0,5.5,2335,1.1,64.7
868,사제비,2020-02-01,-4.6,-8.7,140,-1.5,1238,0,7.4,529,2.8,64.7
868,사제비,2020-02-02,-3,-6.4,442,1.1,1354,0,4.4,21,1.5,36.6
868,사제비,2020-02-03,-4,-7.5,1848,-2,1258,0,6,1700,2.1,81.6
868,사제비,2020-02-04,-2.8,-5.5,1958,.9,1227,0,5.2,2321,1.1,331.9
868,사제비,2020-02-05,-6.8,-9.7,1917,-3.3,422,0,10.8,1533,3.2,33.8
868,사제비,2020-02-06,-3.6,-7.2,240,-.4,1234,0,9.6,450,2.7,61.9
868,사제비,2020-02-07,-2.3,-5.5,2258,1.8,1207,0,7.1,2140,1.7,50.6
868,사제비,2020-02-08,-5.6,-7.7,2324,-4.3,1402,0,5.5,107,1.9,33.8
868,사제비,2020-02-09,-5.4,-7.6,1,-3.9,1306,0,3.3,1921,.7,337.5
868,사제비,2020-02-10,-1.3,-5.4,29,1.2,1617,0,4.7,1334,1.3,329.1
868,사제비,2020-02-11,1.6,-2.3,4,6,1105,0,11.6,0,2.6,137.8
868,사제비,2020-02-12,5.1,1,7,7.7,718,75,12.4,21,4.6,112.5
868,사제비,2020-02-13,6.7,2,15,9.2,1433,0,5.9,1341,2,250.3
868,사제비,2020-02-14,8.5,5.1,658,11.4,1316,0,4.9,2000,1.4,112.5
868,사제비,2020-02-15,8.5,7.3,542,10.5,105,7.5,9.5,541,3.2,137.8
868,사제비,2020-02-16,-5.7,-8.4,1719,8.3,24,7,6.4,642,2.1,22.5
868,사제비,2020-02-17,-9.6,-10.9,2113,-7.9,2,.5,5.1,818,2.3,289.7
868,사제비,2020-02-18,-7.4,-10.1,51,-4.1,2346,0,4.1,706,1.2,309.4
868,사제비,2020-02-19,-2.1,-5.3,317,1.2,1252,0,4.5,1958,1.3,90
868,사제비,2020-02-20,.2,-3.1,323,4.3,1300,0,4.2,1304,1.2,270
868,사제비,2020-02-21,3.7,-1.4,22,6.9,1252,0,10.5,2010,3.3,258.8
868,사제비,2020-02-22,-1.7,-5.7,2122,4,1,0,11.3,202,3.7,281.3
868,사제비,2020-02-23,.1,-8.1,524,5.4,2240,0,7.6,517,1.9,0
868,사제비,2020-02-24,6,3.2,100,8.7,1149,0,6.6,1341,2.5,210.9
868,사제비,2020-02-25,8.2,5.7,2343,9.8,1502,19.5,10.8,1227,4.4,236.3
868,사제비,2020-02-26,4.8,-.3,2356,9,248,0,8.6,1141,3,70.3
868,사제비,2020-02-27,1.3,-2.1,615,6.5,1200,0,8.3,728,2.5,67.5
868,사제비,2020-02-28,2.6,-1.7,57,5.4,2342,10,8,1038,2,137.8
868,사제비,2020-02-29,5.4,4.3,2014,6.4,1221,14.5,4.5,2015,1.2,84.4
868,사제비,2020-03-01,3.1,-1.6,2320,5.6,1225,4,5.5,1810,1.3,98.4
868,사제비,2020-03-02,.3,-6,920,4.4,2242,0,7.9,948,3.2,81.6
868,사제비,2020-03-03,2.5,.9,2313,5.9,1209,0,3.9,1210,.9,258.8
868,사제비,2020-03-04,-3.6,-8.4,2354,1.3,115,0,8.8,1536,2.9,70.3
868,사제비,2020-03-05,-4.1,-8.6,2,1.2,2344,0,7.4,55,2.5,272.8
868,사제비,2020-03-06,2.5,-.8,549,7.8,1409,0,6.1,2033,1.9,118.1
868,사제비,2020-03-07,2.4,.3,626,6.1,1213,15,6.2,419,2.3,188.4
868,사제비,2020-03-08,6.4,1.2,8,11,1245,0,9.5,745,3.2,78.8
868,사제비,2020-03-09,7.7,5.5,1507,10.1,1012,23.5,19.6,2215,7.2,104.1
868,사제비,2020-03-10,-.5,-4.9,0,6.6,1,6.5,,,,
868,사제비,2020-03-11,-4.4,-8.1,1931,-1.8,1501,0,,,,
868,사제비,2020-03-12,3.1,-4.7,23,7.5,1518,0,4.5,604,1.5,104.1
868,사제비,2020-03-13,2.5,-1.8,2335,7,954,0,6.4,1951,1.9,39.4
868,사제비,2020-03-14,-4.8,-7.3,502,-1.2,3,0,8.2,1542,3.4,326.3
868,사제비,2020-03-15,-2,-6.4,2331,3.2,1245,0,11.4,1159,4.7,261.6
868,사제비,2020-03-16,-1.6,-8.9,555,4.4,1638,0,7.1,547,2.7,50.6
868,사제비,2020-03-17,4.6,1.3,616,9.2,1239,0,8.2,1304,2.5,244.7
868,사제비,2020-03-18,5.8,1.9,502,10.5,1121,0,7.2,1446,2.8,255.9
868,사제비,2020-03-19,1.9,-3.8,2035,8.5,1009,0,11.4,1017,3.5,270
868,사제비,2020-03-20,4,-4.4,136,10.4,1709,0,7.7,8,2.8,33.8
868,사제비,2020-03-21,9.7,5.1,32,16,1317,0,8.3,301,3.2,216.6
868,사제비,2020-03-22,9.9,2.8,2152,15.8,1302,0,6.9,27,2.1,267.2
868,사제비,2020-03-23,3.8,.8,312,9,1326,0,12.2,614,4.9,42.2
868,사제비,2020-03-24,6.7,2.1,43,12.1,1229,0,8.1,838,2.9,67.5
868,사제비,2020-03-25,9.4,4.1,2000,15.2,1430,1,7.4,2356,1.8,98.4
868,사제비,2020-03-26,10.9,6.5,59,13.1,2009,96,8.7,1035,4.1,87.2
868,사제비,2020-03-27,8.7,3.9,2357,13.8,1145,8.5,8.6,246,2.8,222.2
868,사제비,2020-03-28,1.1,-3.3,1542,4.8,156,5,9.9,452,3.5,61.9
868,사제비,2020-03-29,3,-.9,137,7.2,1358,0,5.6,2347,1.9,47.8
868,사제비,2020-03-30,3.7,1.3,434,6.3,1111,0,12.3,2255,3.4,84.4
868,사제비,2020-03-31,5.4,1,2329,10.6,1239,.5,10.9,507,4.4,78.8
868,사제비,2020-04-01,.5,-2.3,2348,4.2,1141,3,9.7,1019,4.3,53.4
868,사제비,2020-04-02,4.9,-2.2,5,10.8,1328,0,11.1,305,3.4,39.4
868,사제비,2020-04-03,5.2,1.7,0,10.3,1301,0,4.8,1246,1.5,275.6
868,사제비,2020-04-04,3.7,-.7,2247,9.4,1234,0,8.5,2319,2.8,70.3
868,사제비,2020-04-05,.6,-3.7,426,5,1424,0,9.9,737,4.9,59.1
868,사제비,2020-04-06,4.5,.7,242,9.5,1331,0,7.9,13,3,109.7
868,사제비,2020-04-07,4.9,1.6,533,9.8,1336,0,7.5,441,2.4,53.4
868,사제비,2020-04-08,5.7,2.8,436,10.7,1241,0,6,818,1.8,28.1
868,사제비,2020-04-09,5.4,2,310,9.8,1450,0,5.5,1418,1.6,272.8
868,사제비,2020-04-10,4.6,1.8,415,9.4,1220,0,5.9,1251,1.7,244.7
868,사제비,2020-04-11,3.9,1.6,2320,9.1,1218,20,4.5,1152,1.3,165.9
868,사제비,2020-04-12,-.8,-2.4,1901,1.8,1,5,,,,
868,사제비,2020-04-13,-2,-4.4,1931,-.7,652,1.5,,,,
868,사제비,2020-04-14,5.4,-2.3,4,10.4,1535,0,6.6,324,2.2,81.6
868,사제비,2020-04-15,5.8,2,2118,9.1,959,0,5.1,1436,1.4,272.8
868,사제비,2020-04-16,7.5,2.5,231,12.1,1620,0,10.9,2358,2.8,104.1
868,사제비,2020-04-17,5.9,2,2238,8.9,1533,51,12,24,3.9,132.2
868,사제비,2020-04-18,6.7,.6,623,13,1543,0,8.2,344,2.3,312.2
868,사제비,2020-04-19,7.5,4,725,10.9,1344,26.5,17,1200,4.9,95.6
868,사제비,2020-04-20,5.4,1.7,2137,10.8,1226,.5,7.8,1638,2.5,261.6
868,사제비,2020-04-21,.2,-3.3,2125,4.7,1356,0,8.5,1525,3,300.9
868,사제비,2020-04-22,-2,-5.1,441,3.4,1222,0,8.6,1350,4,281.3
868,사제비,2020-04-23,-1.7,-4.3,305,3.2,1509,0,6.6,1102,2.8,0
868,사제비,2020-04-24,1.5,-5.1,125,7.6,1339,0,8.2,1508,2.7,270
868,사제비,2020-04-25,6.5,2.1,9,10.1,1520,0,12,1214,5.2,239.1
868,사제비,2020-04-26,6.6,4.9,504,10.6,1417,0,11.9,35,2.7,250.3
868,사제비,2020-04-27,3.9,0,2119,8.8,1101,0,5.6,1221,2.1,50.6
868,사제비,2020-04-28,4.3,-.7,538,10,1355,0,6.3,1142,2.3,67.5
868,사제비,2020-04-29,10.2,4.6,13,14,1525,0,4.5,1518,1.6,303.8
868,사제비,2020-04-30,10.6,6.4,234,15,1115,0,6,521,2.8,253.1
868,사제비,2020-05-01,15,9.9,109,19.9,1153,0,5.3,1404,2.2,261.6
868,사제비,2020-05-02,12.8,10.2,1814,15.2,1105,41.5,9.2,1823,3.9,101.3
868,사제비,2020-05-03,13.6,10.5,2030,18.8,1324,63,8.3,201,2.8,281.3
868,사제비,2020-05-04,16.4,11.2,247,21.5,1255,0,5.4,1034,2.6,56.3
868,사제비,2020-05-05,17.5,14.5,2213,21.2,1117,0,6,1055,1.6,112.5
868,사제비,2020-05-06,15.1,11.4,440,19.6,1129,0,13.9,2020,4.9,61.9
868,사제비,2020-05-07,14.4,10.2,2155,19.4,1240,0,12.3,841,4,115.3
868,사제비,2020-05-08,10.5,9.2,402,12.7,1,7.5,16.5,1708,7.7,118.1
868,사제비,2020-05-09,13.8,11.6,1,16.4,1343,219.5,12,32,4.7,137.8
868,사제비,2020-05-10,10.9,7.7,2331,15.1,1005,0,7.4,439,2.9,255.9
868,사제비,2020-05-11,12.3,8.3,2235,17.8,1449,0,5.9,338,2.5,36.6
868,사제비,2020-05-12,8.6,3.5,2356,13.9,1253,0,11.4,1619,3.8,270
868,사제비,2020-05-13,10.6,2,310,16.1,1404,0,10.5,827,4.2,53.4
868,사제비,2020-05-14,13.2,9.9,2327,17.9,1056,0,13.5,2259,5.8,120.9
868,사제비,2020-05-15,13.9,9.6,514,15.7,1740,77.5,11.3,21,4.3,149.1
868,사제비,2020-05-16,15.3,12.4,2222,20.2,1635,7.5,7.3,128,2.4,213.8
868,사제비,2020-05-17,15.6,12.6,2236,20.3,1214,0,4.9,1943,1.3,112.5
868,사제비,2020-05-18,13.2,3.9,2217,22,1350,7,5.7,2312,2.1,275.6
868,사제비,2020-05-19,5.2,2.3,331,7.3,857,0,14.5,1238,4.5,244.7
868,사제비,2020-05-20,9.7,5,112,14.6,1353,0,7.1,2159,2.1,64.7
868,사제비,2020-05-21,13.2,9.5,136,17.6,1233,0,7.1,1913,2.9,98.4
868,사제비,2020-05-22,13.6,8.8,1945,18.2,1210,0,5.3,1359,1.5,140.6
868,사제비,2020-05-23,13,9.7,1951,16.2,1155,0,3.8,1859,1.2,50.6
868,사제비,2020-05-24,14.2,10.3,22,18.7,1221,0,5.8,929,2.3,284.1
868,사제비,2020-05-25,13,10.4,2251,16.7,1244,0,6.8,214,2.1,275.6
868,사제비,2020-05-26,10.3,7.9,649,13.6,1605,2.5,5,1227,1.2,115.3
868,사제비,2020-05-27,11.5,8.4,416,15.8,1604,0,7.1,954,2.1,39.4
868,사제비,2020-05-28,11.5,8.9,2138,14.9,1633,0,7.2,658,2.1,219.4
868,사제비,2020-05-29,14.8,10.3,15,18.2,1155,0,7.3,1452,3.6,33.8
868,사제비,2020-05-30,12.4,9,1849,15.6,20,1.5,13.7,2057,2.4,137.8
868,사제비,2020-05-31,14.2,10.3,1,18.7,1419,6.5,12.5,857,4.4,129.4
868,사제비,2020-06-01,14.7,11.3,2046,19,1414,.5,5.3,957,2,90
868,사제비,2020-06-02,16.5,11.4,112,20.8,1304,0,6.1,1335,2,247.5
868,사제비,2020-06-03,17.5,13.9,209,21.2,1413,0,3.8,138,1.2,115.3
868,사제비,2020-06-04,18.3,14,420,22.5,1250,0,4.5,2230,1.3,87.2
868,사제비,2020-06-05,19.5,16.6,105,22.6,1007,0,8,2050,2.4,112.5
868,사제비,2020-06-06,17.8,13.2,2218,22.2,213,0,11.5,231,2.3,123.8
868,사제비,2020-06-07,16.6,13.4,6,21.2,1420,0,7.2,854,3.1,50.6
868,사제비,2020-06-08,17.9,12.1,228,22.8,1212,0,12.7,2322,2.8,115.3
868,사제비,2020-06-09,16.6,14.3,1930,19.8,1249,0,16.1,2116,9.3,123.8
868,사제비,2020-06-10,17,14.7,205,19.4,856,31.5,15.5,158,6.5,120.9
868,사제비,2020-06-11,18.7,16.1,2335,23.4,1238,2.5,6.3,441,2.3,202.5
868,사제비,2020-06-12,18.2,15.5,200,20,1406,12.5,6.2,2121,2.2,199.7
868,사제비,2020-06-13,18.8,17.5,230,20.2,1534,86.5,11,351,4.7,244.7
868,사제비,2020-06-14,17.6,15.2,2334,19.7,1615,50,11.5,1020,4.3,241.9
868,사제비,2020-06-15,17.5,14.6,2153,21.8,1441,0,4.5,919,1.3,286.9
868,사제비,2020-06-16,17.9,15.6,130,22.2,1340,0,6.5,352,2.1,106.9
868,사제비,2020-06-17,16,12.7,1326,18.5,758,32,5.3,2043,1.7,160.3
868,사제비,2020-06-18,18.2,15.8,6,19.5,917,55.5,12.9,1839,5.2,267.2
868,사제비,2020-06-19,14.3,12.1,713,17,1131,1,9.8,2154,4.1,73.1
868,사제비,2020-06-20,15.5,12.6,358,19.4,1157,0,9.5,2353,3.3,75.9
868,사제비,2020-06-21,16,12,2333,20.9,1330,0,10.9,8,2.7,81.6
868,사제비,2020-06-22,16.5,11.7,215,20.9,1159,0,6.9,2249,1.4,106.9
868,사제비,2020-06-23,17.2,13.1,159,20,1254,0,12.1,2351,5.1,129.4
868,사제비,2020-06-24,17.3,15.4,249,19,1849,146.5,14.8,501,6.3,120.9
868,사제비,2020-06-25,16.8,14.7,1929,19.1,1248,29,7.3,538,3.2,244.7
868,사제비,2020-06-26,18.8,14,539,23.1,1504,0,5.7,2223,2.1,109.7
